imageName,cameraSN,cameraID,POSIXTime,i,j,k,x,y,z,roiFFTEnergy,rouFFTEnergy,imageMean,referenceBeamIntensity,objectBeamIntensity,ch2Mean,ch3Mean,ch0Std,ch1Std,ch2Std,ch3Std
hologramImage22325,0009080805D00933,camera206,108412134,29,19,9,22.3,13.3,18.1,1.26884e+07,2.06195e+06,202.456,3.39599,1.24829,5.65886,1.0402,0.195407,0.126243,0.125598,0.125479
hologramImage22326,0009080805D00933,camera206,108413756,30,19,9,23,13.3,18.1,1.25114e+07,2.06717e+06,202.384,3.40134,1.24841,5.66523,1.04009,0.19585,0.12622,0.125686,0.125487
hologramImage22327,0009080805D00933,camera206,108415369,31,19,9,23.7,13.3,18.1,1.24918e+07,2.066e+06,202.435,3.39767,1.24844,5.6572,1.04003,0.195244,0.126296,0.12594,0.125559
hologramImage22328,0009080805D00933,camera206,108416987,32,19,9,24.4,13.3,18.1,1.20471e+07,2.05937e+06,202.189,3.39954,1.24867,5.65667,1.03997,0.191113,0.126001,0.125163,0.12554
hologramImage22329,0009080805D00933,camera206,108418612,33,19,9,25.1,13.3,18.1,1.20084e+07,2.05817e+06,202.409,3.39718,1.24866,5.64695,1.03998,0.196271,0.126337,0.125329,0.125624
hologramImage22330,0009080805D00933,camera206,108420235,34,19,9,25.8,13.3,18.1,1.20298e+07,2.058e+06,202.718,3.40322,1.24901,5.65791,1.04016,0.195898,0.126159,0.126291,0.125434
hologramImage22331,0009080805D00933,camera206,108421860,35,19,9,26.5,13.3,18.1,1.31069e+07,2.06921e+06,202.583,3.40828,1.24873,5.67224,1.03978,0.195853,0.126363,0.125478,0.125646
hologramImage22332,0009080805D00933,camera206,108423488,36,19,9,27.2,13.3,18.1,1.49779e+07,2.06226e+06,202.327,3.40962,1.2495,5.65665,1.04028,0.197259,0.126166,0.127354,0.125454
hologramImage22333,0009080805D00933,camera206,108425074,37,19,9,27.9,13.3,18.1,1.60852e+07,2.07193e+06,202.367,3.42173,1.2488,5.58582,1.03947,0.195838,0.126201,0.123453,0.125478
hologramImage22334,0009080805D00933,camera206,108426701,38,19,9,28.6,13.3,18.1,1.70183e+07,2.07702e+06,202.612,3.43175,1.24938,5.60292,1.0398,0.196675,0.126189,0.124816,0.125476
hologramImage22335,0009080805D00933,camera206,108428293,39,19,9,29.3,13.3,18.1,1.78241e+07,2.08697e+06,202.31,3.41728,1.24903,5.62939,1.03933,0.196036,0.126107,0.122024,0.125361
hologramImage22336,0009080805D00933,camera206,108429907,40,19,9,30,13.3,18.1,1.85454e+07,2.09796e+06,203.293,3.42337,1.24956,5.56115,1.03967,0.193132,0.126349,0.128911,0.12564
hologramImage22337,0009080805D00933,camera206,108431507,41,19,9,30.7,13.3,18.1,1.95466e+07,2.07473e+06,201.991,3.45963,1.24949,5.6058,1.03937,0.198565,0.126197,0.12538,0.125527
hologramImage22338,0009080805D00933,camera206,108433132,42,19,9,31.4,13.3,18.1,1.88347e+07,2.06028e+06,201.172,3.3917,1.2502,5.63606,1.04001,0.195446,0.126315,0.125906,0.125546
hologramImage22339,0009080805D00933,camera206,108434746,43,19,9,32.1,13.3,18.1,1.84696e+07,2.07313e+06,201.52,3.37181,1.25008,5.61052,1.03986,0.194169,0.126397,0.127502,0.125694
hologramImage22340,0009080805D00933,camera206,108436365,44,19,9,32.8,13.3,18.1,1.7526e+07,2.06752e+06,202.056,3.39036,1.25,5.59048,1.03969,0.195925,0.126291,0.124743,0.125575
hologramImage22341,0009080805D00933,camera206,108437989,45,19,9,33.5,13.3,18.1,1.81524e+07,2.07739e+06,202.246,3.39457,1.25022,5.6324,1.03981,0.196555,0.126362,0.127297,0.125582
hologramImage22342,0009080805D00933,camera206,108439596,46,19,9,34.2,13.3,18.1,1.71478e+07,2.07278e+06,201.963,3.41069,1.25059,5.63056,1.03997,0.193295,0.126212,0.125318,0.125588
hologramImage22343,0009080805D00933,camera206,108441216,47,19,9,34.9,13.3,18.1,1.70285e+07,2.08253e+06,201.698,3.39707,1.25058,5.64525,1.03994,0.19568,0.126385,0.125407,0.125659
hologramImage22344,0009080805D00933,camera206,108442837,48,19,9,35.6,13.3,18.1,1.73884e+07,2.08135e+06,202.181,3.38581,1.25037,5.63109,1.03964,0.195443,0.126334,0.125627,0.125579
hologramImage22345,0009080805D00933,camera206,108444458,49,19,9,36.3,13.3,18.1,1.7318e+07,2.08712e+06,202.872,3.39406,1.25077,5.65198,1.03995,0.195759,0.126225,0.125644,0.125496
hologramImage22346,0009080805D00933,camera206,108446058,50,19,9,37,13.3,18.1,1.68397e+07,2.07177e+06,202.189,3.42008,1.25115,5.68819,1.04011,0.196407,0.126248,0.125216,0.125545
hologramImage22347,0009080805D00933,camera206,108447677,51,19,9,37.7,13.3,18.1,1.50292e+07,2.08342e+06,202.141,3.40396,1.25157,5.6512,1.0404,0.195494,0.126305,0.125532,0.125568
hologramImage22348,0009080805D00933,camera206,108449275,52,19,9,38.4,13.3,18.1,1.33127e+07,2.07083e+06,201.632,3.40136,1.25077,5.63776,1.03955,0.195884,0.126224,0.125799,0.125506
hologramImage22349,0009080805D00933,camera206,108450893,53,19,9,39.1,13.3,18.1,1.16684e+07,2.09733e+06,201.981,3.38583,1.25106,5.65167,1.03979,0.194916,0.12643,0.125328,0.125692
hologramImage22350,0009080805D00933,camera206,108452495,54,19,9,39.8,13.3,18.1,1.06461e+07,2.08529e+06,202.083,3.39621,1.25143,5.66331,1.04003,0.195737,0.126224,0.125229,0.125461
hologramImage22351,0009080805D00933,camera206,108454117,55,19,9,40.5,13.3,18.1,9.02974e+06,2.08188e+06,202.036,3.39712,1.25117,5.65152,1.03964,0.196631,0.126385,0.125318,0.125607
hologramImage22352,0009080805D00933,camera206,108455740,56,19,9,41.2,13.3,18.1,7.91351e+06,2.09497e+06,202.274,3.39667,1.25173,5.65739,1.04011,0.196375,0.126284,0.125259,0.125564
hologramImage22353,0009080805D00933,camera206,108457355,57,19,9,41.9,13.3,18.1,7.1613e+06,2.10253e+06,202.592,3.39583,1.25163,5.66589,1.03997,0.195947,0.126289,0.125275,0.125524
hologramImage22354,0009080805D00933,camera206,108458979,58,19,9,42.6,13.3,18.1,6.47242e+06,2.08934e+06,202.7,3.41059,1.25162,5.64415,1.03981,0.196161,0.126301,0.125051,0.125547
hologramImage22355,0009080805D00933,camera206,108460600,59,19,9,43.3,13.3,18.1,5.95844e+06,2.09038e+06,202.68,3.40755,1.25188,5.68084,1.03989,0.194295,0.126195,0.126171,0.125575
hologramImage22356,0009080805D00933,camera206,108462217,60,19,9,44,13.3,18.1,5.35664e+06,2.08911e+06,202.79,3.42973,1.25197,5.62106,1.03991,0.195667,0.126195,0.124938,0.125446
hologramImage22357,0009080805D00933,camera206,108463824,61,19,9,44.7,13.3,18.1,5.03447e+06,2.08661e+06,202.382,3.41923,1.25187,5.65543,1.03983,0.196492,0.126221,0.125729,0.125403
hologramImage22358,0009080805D00933,camera206,108465442,62,19,9,45.4,13.3,18.1,4.82484e+06,2.08672e+06,202.632,3.40601,1.25215,5.64313,1.03988,0.196446,0.126239,0.12538,0.125459
hologramImage22359,0009080805D00933,camera206,108467048,63,19,9,46.1,13.3,18.1,4.56934e+06,2.08353e+06,202.238,3.40996,1.25201,5.66483,1.03968,0.195943,0.126151,0.126068,0.125445
hologramImage22360,0009080805D00933,camera206,108468667,64,19,9,46.8,13.3,18.1,4.36164e+06,2.08151e+06,202.309,3.40026,1.25239,5.658,1.03996,0.196125,0.126255,0.124919,0.125513
hologramImage22361,0009080805D00933,camera206,108479746,0,20,9,2,14,18.1,7.97278e+06,2.06857e+06,202.396,3.40237,1.25223,5.65432,1.03971,0.196187,0.126287,0.126044,0.125588
hologramImage22362,0009080805D00933,camera206,108481354,1,20,9,2.7,14,18.1,8.10973e+06,2.07679e+06,202.479,3.40694,1.23726,5.64624,1.03887,0.191441,0.125902,0.123358,0.125363
hologramImage22363,0009080805D00933,camera206,108482975,2,20,9,3.4,14,18.1,8.30356e+06,2.08133e+06,202.581,3.40633,1.23941,5.63989,1.03999,0.196211,0.126231,0.12493,0.125475
hologramImage22364,0009080805D00933,camera206,108484595,3,20,9,4.1,14,18.1,9.33042e+06,2.0864e+06,203.227,3.40104,1.24013,5.65857,1.03981,0.19609,0.126335,0.125976,0.125626
hologramImage22365,0009080805D00933,camera206,108486216,4,20,9,4.8,14,18.1,1.01379e+07,2.08141e+06,202.746,3.41753,1.24134,5.70995,1.04011,0.196376,0.126305,0.125757,0.125628
hologramImage22366,0009080805D00933,camera206,108487829,5,20,9,5.5,14,18.1,1.05685e+07,2.07934e+06,202.589,3.41319,1.24171,5.66989,1.03988,0.196278,0.126257,0.125904,0.125558
hologramImage22367,0009080805D00933,camera206,108489438,6,20,9,6.2,14,18.1,1.13764e+07,2.07669e+06,202.603,3.41208,1.24252,5.67216,1.04003,0.196017,0.126233,0.125604,0.125551
hologramImage22368,0009080805D00933,camera206,108491063,7,20,9,6.9,14,18.1,1.23525e+07,2.07358e+06,202.184,3.41115,1.2429,5.65333,1.03991,0.195581,0.126227,0.125738,0.12555
hologramImage22369,0009080805D00933,camera206,108492683,8,20,9,7.6,14,18.1,1.3427e+07,2.08433e+06,202.453,3.39456,1.24323,5.65723,1.03986,0.195878,0.126202,0.12557,0.125488
hologramImage22370,0009080805D00933,camera206,108494272,9,20,9,8.3,14,18.1,1.48082e+07,2.0779e+06,202.125,3.40312,1.24353,5.66647,1.03977,0.195818,0.126206,0.124988,0.125497
hologramImage22371,0009080805D00933,camera206,108495903,10,20,9,9,14,18.1,1.6015e+07,2.07486e+06,201.662,3.402,1.24386,5.64161,1.03974,0.195672,0.126369,0.124255,0.125649
hologramImage22372,0009080805D00933,camera206,108497503,11,20,9,9.7,14,18.1,1.73834e+07,2.07333e+06,202.222,3.38497,1.24436,5.62177,1.03988,0.193259,0.126292,0.125611,0.1257
hologramImage22373,0009080805D00933,camera206,108499113,12,20,9,10.4,14,18.1,1.74108e+07,2.06618e+06,201.606,3.40067,1.24444,5.65437,1.0397,0.196448,0.126276,0.125456,0.125511
hologramImage22374,0009080805D00933,camera206,108500736,13,20,9,11.1,14,18.1,1.90042e+07,2.06845e+06,201.984,3.38265,1.24468,5.62342,1.03968,0.19574,0.1264,0.125438,0.125648
hologramImage22375,0009080805D00933,camera206,108502346,14,20,9,11.8,14,18.1,1.96836e+07,2.05936e+06,202.035,3.3916,1.24516,5.63867,1.03994,0.194906,0.126193,0.125508,0.12545
hologramImage22376,0009080805D00933,camera206,108503965,15,20,9,12.5,14,18.1,1.85215e+07,2.06563e+06,202.382,3.39354,1.24541,5.63821,1.03996,0.195489,0.126339,0.125283,0.125568
hologramImage22377,0009080805D00933,camera206,108505581,16,20,9,13.2,14,18.1,1.74142e+07,2.05682e+06,202.048,3.39993,1.24579,5.65539,1.04009,0.195589,0.126305,0.125801,0.12559
hologramImage22378,0009080805D00933,camera206,108507209,17,20,9,13.9,14,18.1,1.61295e+07,2.07423e+06,202.494,3.39921,1.24591,5.64134,1.04002,0.19368,0.126313,0.126388,0.12562
hologramImage22379,0009080805D00933,camera206,108508818,18,20,9,14.6,14,18.1,1.40102e+07,2.07428e+06,201.896,3.41023,1.24576,5.66207,1.03961,0.195639,0.12628,0.123098,0.125522
hologramImage22380,0009080805D00933,camera206,108510440,19,20,9,15.3,14,18.1,1.19457e+07,2.06708e+06,201.653,3.40275,1.24627,5.60662,1.03993,0.19523,0.126211,0.124915,0.125539
hologramImage22381,0009080805D00933,camera206,108512047,20,20,9,16,14,18.1,1.10293e+07,2.07373e+06,202.311,3.38757,1.24621,5.63161,1.03978,0.19594,0.126331,0.124664,0.125564
hologramImage22382,0009080805D00933,camera206,108513667,21,20,9,16.7,14,18.1,1.04384e+07,2.06496e+06,202.384,3.40372,1.2465,5.64324,1.03988,0.196704,0.126251,0.127483,0.125524
hologramImage22383,0009080805D00933,camera206,108515253,22,20,9,17.4,14,18.1,1.0807e+07,2.06803e+06,202.376,3.40195,1.247,5.67121,1.03999,0.193991,0.126188,0.126388,0.125558
hologramImage22384,0009080805D00933,camera206,108516869,23,20,9,18.1,14,18.1,1.14249e+07,2.07265e+06,202.312,3.40393,1.24684,5.65857,1.03976,0.195167,0.126256,0.125464,0.125523
hologramImage22385,0009080805D00933,camera206,108518465,24,20,9,18.8,14,18.1,1.21201e+07,2.07191e+06,202.509,3.39643,1.24726,5.66042,1.03995,0.196302,0.126143,0.125507,0.125424
hologramImage22386,0009080805D00933,camera206,108520092,25,20,9,19.5,14,18.1,1.22093e+07,2.06755e+06,201.627,3.40427,1.2476,5.66163,1.04,0.194684,0.126067,0.125435,0.125316
hologramImage22387,0009080805D00933,camera206,108521713,26,20,9,20.2,14,18.1,1.27421e+07,2.04948e+06,202.131,3.38521,1.24765,5.62464,1.04001,0.195474,0.12639,0.125705,0.12565
hologramImage22388,0009080805D00933,camera206,108523336,27,20,9,20.9,14,18.1,1.38881e+07,2.05019e+06,201.978,3.40739,1.24793,5.63227,1.04007,0.193297,0.126047,0.124451,0.125425
hologramImage22389,0009080805D00933,camera206,108524946,28,20,9,21.6,14,18.1,1.4633e+07,2.0599e+06,202.079,3.39656,1.24782,5.62247,1.03982,0.195509,0.126364,0.123972,0.125668
hologramImage22390,0009080805D00933,camera206,108526556,29,20,9,22.3,14,18.1,1.45089e+07,2.0476e+06,201.926,3.37781,1.24781,5.6577,1.03972,0.194497,0.126321,0.125843,0.125644
hologramImage22391,0009080805D00933,camera206,108528175,30,20,9,23,14,18.1,1.45563e+07,2.06253e+06,202.036,3.38712,1.24822,5.64545,1.04001,0.19427,0.126204,0.125699,0.125521
hologramImage22392,0009080805D00933,camera206,108529796,31,20,9,23.7,14,18.1,1.44686e+07,2.0498e+06,202.098,3.39513,1.24813,5.63273,1.03975,0.195471,0.12625,0.125523,0.125542
hologramImage22393,0009080805D00933,camera206,108531419,32,20,9,24.4,14,18.1,1.38097e+07,2.04515e+06,201.542,3.39584,1.2486,5.64248,1.04003,0.195271,0.126365,0.126,0.125653
hologramImage22394,0009080805D00933,camera206,108533028,33,20,9,25.1,14,18.1,1.30169e+07,2.0724e+06,201.853,3.38142,1.2487,5.61962,1.04006,0.195356,0.126265,0.125871,0.125547
hologramImage22395,0009080805D00933,camera206,108534658,34,20,9,25.8,14,18.1,1.28513e+07,2.06493e+06,202.157,3.39188,1.2485,5.59888,1.0398,0.195831,0.126285,0.125449,0.125577
hologramImage22396,0009080805D00933,camera206,108536265,35,20,9,26.5,14,18.1,1.35773e+07,2.06766e+06,202.114,3.38665,1.24902,5.64496,1.04015,0.194708,0.126434,0.12537,0.125675
hologramImage22397,0009080805D00933,camera206,108537885,36,20,9,27.2,14,18.1,1.49825e+07,2.07126e+06,202.825,3.38613,1.24914,5.646,1.04009,0.195357,0.12628,0.125385,0.125542
hologramImage22398,0009080805D00933,camera206,108539481,37,20,9,27.9,14,18.1,1.55808e+07,2.06671e+06,202.511,3.41108,1.24917,5.66217,1.03993,0.196802,0.126356,0.125718,0.125657
hologramImage22399,0009080805D00933,camera206,108541105,38,20,9,28.6,14,18.1,1.71843e+07,2.06936e+06,203.337,3.39999,1.24925,5.66396,1.03991,0.195751,0.126338,0.125351,0.125614
hologramImage22400,0009080805D00933,camera206,108542715,39,20,9,29.3,14,18.1,1.71918e+07,2.07021e+06,202.959,3.42649,1.24935,5.72576,1.03967,0.196163,0.126212,0.12464,0.125467
hologramImage22401,0009080805D00933,camera206,108544330,40,20,9,30,14,18.1,1.82698e+07,2.0598e+06,202.83,3.41954,1.24958,5.69373,1.03987,0.196651,0.12615,0.126034,0.125487
hologramImage22402,0009080805D00933,camera206,108545952,41,20,9,30.7,14,18.1,1.89633e+07,2.05724e+06,203.007,3.41599,1.24974,5.70447,1.03993,0.196838,0.126255,0.126337,0.125516
hologramImage22403,0009080805D00933,camera206,108547583,42,20,9,31.4,14,18.1,1.85056e+07,2.07652e+06,202.371,3.42133,1.24995,5.71242,1.03985,0.196158,0.126133,0.126179,0.125418
hologramImage22404,0009080805D00933,camera206,108549210,43,20,9,32.1,14,18.1,1.78289e+07,2.08332e+06,202.974,3.41221,1.24985,5.63748,1.03969,0.195594,0.126242,0.125345,0.125484
hologramImage22405,0009080805D00933,camera206,108550824,44,20,9,32.8,14,18.1,1.80219e+07,2.06673e+06,201.389,3.42314,1.25011,5.6969,1.03979,0.196325,0.126314,0.124498,0.125619
hologramImage22406,0009080805D00933,camera206,108552446,45,20,9,33.5,14,18.1,1.76545e+07,2.06574e+06,201.816,3.38655,1.25024,5.61179,1.03999,0.196291,0.126402,0.124491,0.125633
hologramImage22407,0009080805D00933,camera206,108554046,46,20,9,34.2,14,18.1,1.78196e+07,2.07824e+06,202.067,3.39492,1.25041,5.63961,1.04,0.196189,0.126354,0.125299,0.125605
hologramImage22408,0009080805D00933,camera206,108555664,47,20,9,34.9,14,18.1,1.80358e+07,2.07401e+06,202.432,3.40474,1.25048,5.63845,1.03989,0.196252,0.126308,0.125974,0.12553
hologramImage22409,0009080805D00933,camera206,108557255,48,20,9,35.6,14,18.1,1.81014e+07,2.08658e+06,203,3.40844,1.25072,5.65167,1.04001,0.196478,0.12636,0.125665,0.125554
hologramImage22410,0009080805D00933,camera206,108558884,49,20,9,36.3,14,18.1,1.77994e+07,2.08711e+06,202.819,3.42289,1.25104,5.67117,1.04016,0.196322,0.126162,0.125468,0.12547
hologramImage22411,0009080805D00933,camera206,108560487,50,20,9,37,14,18.1,1.68782e+07,2.07115e+06,201.787,3.41564,1.25103,5.66407,1.04003,0.197158,0.126283,0.125114,0.125548
hologramImage22412,0009080805D00933,camera206,108562108,51,20,9,37.7,14,18.1,1.44593e+07,2.08618e+06,202.749,3.39121,1.25092,5.62083,1.03989,0.194992,0.126502,0.124657,0.125766
hologramImage22413,0009080805D00933,camera206,108563732,52,20,9,38.4,14,18.1,1.31398e+07,2.08001e+06,202.525,3.41373,1.25101,5.65705,1.03983,0.196057,0.126198,0.125253,0.125431
hologramImage22414,0009080805D00933,camera206,108565355,53,20,9,39.1,14,18.1,1.19173e+07,2.08468e+06,202.56,3.40972,1.25133,5.65393,1.04,0.196269,0.12651,0.125548,0.12577
hologramImage22415,0009080805D00933,camera206,108566969,54,20,9,39.8,14,18.1,1.0573e+07,2.09673e+06,202.277,3.40703,1.25109,5.65636,1.03967,0.196513,0.126281,0.12587,0.125556
hologramImage22416,0009080805D00933,camera206,108568591,55,20,9,40.5,14,18.1,8.8386e+06,2.09282e+06,201.806,3.39629,1.25146,5.65625,1.03996,0.195538,0.126243,0.125807,0.125533
hologramImage22417,0009080805D00933,camera206,108570201,56,20,9,41.2,14,18.1,7.86193e+06,2.08741e+06,201.96,3.3891,1.25204,5.6277,1.0404,0.191361,0.12607,0.125508,0.125537
hologramImage22418,0009080805D00933,camera206,108571818,57,20,9,41.9,14,18.1,7.02254e+06,2.07775e+06,201.559,3.40098,1.25148,5.6186,1.03982,0.196592,0.12631,0.125473,0.125582
hologramImage22419,0009080805D00933,camera206,108573441,58,20,9,42.6,14,18.1,6.40868e+06,2.07679e+06,202.202,3.38006,1.25174,5.61012,1.04005,0.195292,0.126297,0.125528,0.125578
hologramImage22420,0009080805D00933,camera206,108575043,59,20,9,43.3,14,18.1,5.8378e+06,2.08694e+06,202.408,3.39805,1.25186,5.64219,1.0399,0.193398,0.126166,0.125802,0.12555
hologramImage22421,0009080805D00933,camera206,108576665,60,20,9,44,14,18.1,5.40621e+06,2.07874e+06,202.099,3.39491,1.25223,5.66542,1.04033,0.19426,0.126194,0.125256,0.125484
hologramImage22422,0009080805D00933,camera206,108578256,61,20,9,44.7,14,18.1,5.17394e+06,2.07679e+06,201.578,3.39247,1.25202,5.65431,1.04,0.195885,0.126329,0.124951,0.125534
hologramImage22423,0009080805D00933,camera206,108579865,62,20,9,45.4,14,18.1,4.78567e+06,2.08954e+06,202.039,3.3791,1.25213,5.62497,1.04002,0.195648,0.126471,0.125512,0.125746
hologramImage22424,0009080805D00933,camera206,108581465,63,20,9,46.1,14,18.1,4.55815e+06,2.08702e+06,202.355,3.39466,1.25213,5.63749,1.03993,0.195926,0.126284,0.125082,0.125568
hologramImage22425,0009080805D00933,camera206,108583095,64,20,9,46.8,14,18.1,4.42213e+06,2.0795e+06,202.153,3.39865,1.25226,5.6543,1.03995,0.194955,0.126483,0.125166,0.125724
hologramImage22426,0009080805D00933,camera206,108594291,0,21,9,2,14.7,18.1,8.00488e+06,2.08563e+06,202.625,3.39011,1.25246,5.64285,1.04012,0.195605,0.126317,0.125305,0.12558
hologramImage22427,0009080805D00933,camera206,108595895,1,21,9,2.7,14.7,18.1,8.14309e+06,2.08723e+06,201.866,3.40953,1.23726,5.66741,1.03928,0.19619,0.125989,0.126076,0.125298
hologramImage22428,0009080805D00933,camera206,108597512,2,21,9,3.4,14.7,18.1,8.88083e+06,2.08211e+06,201.318,3.40799,1.2387,5.58697,1.03952,0.19562,0.126225,0.125591,0.125489
hologramImage22429,0009080805D00933,camera206,108599103,3,21,9,4.1,14.7,18.1,1.00127e+07,2.06954e+06,201.854,3.38256,1.23976,5.59911,1.03974,0.194244,0.126349,0.124674,0.125639
hologramImage22430,0009080805D00933,camera206,108600723,4,21,9,4.8,14.7,18.1,1.1147e+07,2.09101e+06,202.17,3.38971,1.24091,5.63488,1.03996,0.196367,0.126431,0.128887,0.125715
hologramImage22431,0009080805D00933,camera206,108602320,5,21,9,5.5,14.7,18.1,1.17473e+07,2.0746e+06,201.766,3.40302,1.24192,5.63556,1.04026,0.193483,0.126044,0.125664,0.125446
hologramImage22432,0009080805D00933,camera206,108603941,6,21,9,6.2,14.7,18.1,1.28356e+07,2.08129e+06,202.85,3.38112,1.24181,5.63365,1.03971,0.195332,0.126374,0.125454,0.125637
hologramImage22433,0009080805D00933,camera206,108605553,7,21,9,6.9,14.7,18.1,1.35561e+07,2.07576e+06,202.726,3.41378,1.24254,5.67385,1.0398,0.192782,0.126087,0.126004,0.125532
hologramImage22434,0009080805D00933,camera206,108607173,8,21,9,7.6,14.7,18.1,1.3939e+07,2.09041e+06,202.723,3.40874,1.24336,5.67194,1.04019,0.196076,0.126191,0.12665,0.125476
hologramImage22435,0009080805D00933,camera206,108608789,9,21,9,8.3,14.7,18.1,1.47346e+07,2.08358e+06,202.657,3.40715,1.24353,5.66022,1.03989,0.192983,0.126121,0.125896,0.125568
hologramImage22436,0009080805D00933,camera206,108610398,10,21,9,9,14.7,18.1,1.57599e+07,2.07953e+06,202.464,3.41148,1.24411,5.65033,1.04021,0.19734,0.126278,0.126082,0.125563
hologramImage22437,0009080805D00933,camera206,108612017,11,21,9,9.7,14.7,18.1,1.6322e+07,2.07494e+06,202.264,3.41012,1.24423,5.64405,1.03997,0.196042,0.126266,0.125609,0.125537
hologramImage22438,0009080805D00933,camera206,108613628,12,21,9,10.4,14.7,18.1,1.81269e+07,2.06624e+06,202.355,3.39593,1.24449,5.66235,1.03992,0.195618,0.126309,0.125627,0.125522
hologramImage22439,0009080805D00933,camera206,108615248,13,21,9,11.1,14.7,18.1,1.93982e+07,2.07346e+06,202.811,3.40145,1.24472,5.65324,1.0399,0.195786,0.126351,0.126653,0.125583
hologramImage22440,0009080805D00933,camera206,108616863,14,21,9,11.8,14.7,18.1,2.00883e+07,2.06934e+06,202.725,3.41527,1.2453,5.6664,1.04007,0.192984,0.126045,0.125413,0.125478
hologramImage22441,0009080805D00933,camera206,108618484,15,21,9,12.5,14.7,18.1,1.9768e+07,2.05586e+06,202.301,3.40594,1.2453,5.68586,1.03999,0.195713,0.126294,0.12576,0.125559
hologramImage22442,0009080805D00933,camera206,108620070,16,21,9,13.2,14.7,18.1,1.91764e+07,2.0624e+06,202.387,3.39939,1.24583,5.64846,1.04022,0.195298,0.126121,0.125361,0.125403
hologramImage22443,0009080805D00933,camera206,108621708,17,21,9,13.9,14.7,18.1,1.77342e+07,2.08594e+06,202.555,3.40237,1.24559,5.6578,1.03974,0.194902,0.126417,0.124064,0.125679
hologramImage22444,0009080805D00933,camera206,108623307,18,21,9,14.6,14.7,18.1,1.56779e+07,2.0768e+06,201.967,3.41167,1.24622,5.673,1.04,0.191912,0.126213,0.124893,0.125643
hologramImage22445,0009080805D00933,camera206,108624926,19,21,9,15.3,14.7,18.1,1.30745e+07,2.05766e+06,201.965,3.40076,1.24598,5.62614,1.03972,0.195281,0.12623,0.125709,0.125481
hologramImage22446,0009080805D00933,camera206,108626534,20,21,9,16,14.7,18.1,1.16333e+07,2.06965e+06,202.198,3.39779,1.2463,5.63107,1.03983,0.195214,0.126375,0.125607,0.125659
hologramImage22447,0009080805D00933,camera206,108628159,21,21,9,16.7,14.7,18.1,1.06735e+07,2.08465e+06,202.396,3.39309,1.24677,5.64569,1.04011,0.196248,0.126375,0.126128,0.1256
hologramImage22448,0009080805D00933,camera206,108629783,22,21,9,17.4,14.7,18.1,1.03077e+07,2.06699e+06,202.383,3.40347,1.24688,5.64548,1.03999,0.197015,0.126297,0.125431,0.125522
hologramImage22449,0009080805D00933,camera206,108631401,23,21,9,18.1,14.7,18.1,1.13527e+07,2.0703e+06,202.37,3.39898,1.24727,5.63942,1.04028,0.193873,0.126167,0.126369,0.125557
hologramImage22450,0009080805D00933,camera206,108633025,24,21,9,18.8,14.7,18.1,1.1731e+07,2.07925e+06,201.997,3.39926,1.24726,5.64932,1.04009,0.195705,0.126389,0.125194,0.125709
hologramImage22451,0009080805D00933,camera206,108634634,25,21,9,19.5,14.7,18.1,1.22231e+07,2.04603e+06,202.218,3.39642,1.24712,5.61332,1.03986,0.195709,0.12634,0.127387,0.125633
hologramImage22452,0009080805D00933,camera206,108636251,26,21,9,20.2,14.7,18.1,1.37754e+07,2.05503e+06,201.813,3.39511,1.24726,5.67567,1.03977,0.19659,0.126267,0.12605,0.125558
hologramImage22453,0009080805D00933,camera206,108637875,27,21,9,20.9,14.7,18.1,1.50857e+07,2.05803e+06,201.852,3.39599,1.24733,5.64758,1.03965,0.196042,0.126232,0.126099,0.125466
hologramImage22454,0009080805D00933,camera206,108639489,28,21,9,21.6,14.7,18.1,1.55729e+07,2.04544e+06,201.993,3.39264,1.24789,5.63286,1.04008,0.19542,0.126349,0.12479,0.125638
hologramImage22455,0009080805D00933,camera206,108641072,29,21,9,22.3,14.7,18.1,1.56739e+07,2.07328e+06,202.817,3.3864,1.24802,5.64705,1.04008,0.195466,0.126227,0.125043,0.125469
hologramImage22456,0009080805D00933,camera206,108642693,30,21,9,23,14.7,18.1,1.60262e+07,2.05432e+06,202.432,3.41342,1.24836,5.67237,1.04006,0.191836,0.126147,0.125084,0.125614
hologramImage22457,0009080805D00933,camera206,108644296,31,21,9,23.7,14.7,18.1,1.6014e+07,2.06959e+06,202.247,3.40523,1.2485,5.66008,1.04016,0.194463,0.126224,0.125401,0.125571
hologramImage22458,0009080805D00933,camera206,108645926,32,21,9,24.4,14.7,18.1,1.54959e+07,2.0627e+06,202.576,3.39957,1.24872,5.66214,1.04018,0.196268,0.126203,0.125045,0.125483
hologramImage22459,0009080805D00933,camera206,108647539,33,21,9,25.1,14.7,18.1,1.49483e+07,2.04899e+06,202.761,3.41432,1.2487,5.66236,1.03996,0.196126,0.126335,0.125612,0.12561
hologramImage22460,0009080805D00933,camera206,108649152,34,21,9,25.8,14.7,18.1,1.46672e+07,2.072e+06,202.478,3.41762,1.24886,5.66566,1.03993,0.193837,0.126211,0.125727,0.125552
hologramImage22461,0009080805D00933,camera206,108650775,35,21,9,26.5,14.7,18.1,1.5075e+07,2.06003e+06,202.462,3.40185,1.24929,5.66148,1.0402,0.193906,0.12623,0.125837,0.125558
